FindingID,OriginalFindingID,Tool,RuleID,CWE,Severity,Confidence,FilePath,CodeLocation,Message,ToolAgreementCount,ToolsAgreeing
SEM-F00263,F00263,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Run a backup command.py,Line 66,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
SEM-F00264,F00264,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Scan network hosts.py,Line 14,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
SEM-F00265,F00265,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Schedule a system task.py,Line 50,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
SEM-F00266,F00266,Semgrep OSS,python.lang.security.audit.subprocess-shell-true.subprocess-shell-true,CWE-78,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Schedule a system task.py,Line 63,"Found 'subprocess' function 'run' with 'shell=True'. This is dangerous because this call will spawn the command using a shell process. Doing so propagates current shell settings and variables, which makes it much easier for a malicious actor to execute commands. Use 'shell=False' instead.",2,"Bandit, Semgrep OSS"
SEM-F00267,F00267,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Serialize cache data.py,Line 24,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00268,F00268,Semgrep OSS,python.lang.security.deserialization.pickle.avoid-pickle,CWE-502,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Serialize cache data.py,Line 33,"Avoid using `pickle`, which is known to lead to code execution vulnerabilities. When unpickling, the serialized data could be manipulated to run arbitrary code. Instead, consider serializing the relevant data as JSON or a similar text-based serialization format.",2,"Bandit, Semgrep OSS"
SEM-F00269,F00269,Semgrep OSS,generic.secrets.security.detected-stripe-api-key.detected-stripe-api-key,CWE-798,error,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Store API keys.py,Line 7,Stripe API Key detected,1,Semgrep OSS
SEM-F00270,F00270,Semgrep OSS,python.lang.security.audit.eval-detected.eval-detected,CWE-95,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Insecure Validate an IP address.py,Line 14,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources.",1,Semgrep OSS
SEM-F00271,F00271,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Account suspension and reactivation.py,Line 115,"Detected a python logger call with a potential hardcoded secret ""reactivation_token_expired email=%s"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.",1,Semgrep OSS
SEM-F00272,F00272,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Account suspension and reactivation.py,Line 123,"Detected a python logger call with a potential hardcoded secret ""reactivation_invalid_token_attempt email=%s"" being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.",1,Semgrep OSS
SEM-F00273,F00273,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Load application secrets.py,Line 216,Detected a python logger call with a potential hardcoded secret Loaded secret object: %s being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.,1,Semgrep OSS
SEM-F00274,F00274,Semgrep OSS,python.lang.security.audit.insecure-transport.ssl.no-set-ciphers.no-set-ciphers,CWE-326,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Log security events.py,Line 47,"The 'ssl' module disables insecure cipher suites by default. Therefore, use of 'set_ciphers()' should only be used when you have very specialized requirements. Otherwise, you risk lowering the security of the SSL channel.",1,Semgrep OSS
SEM-F00275,F00275,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Manage secret storage.py,Line 137,Detected a python logger call with a potential hardcoded secret Secret path not found: %s being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.,1,Semgrep OSS
SEM-F00276,F00276,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Manage secret storage.py,Line 158,Detected a python logger call with a potential hardcoded secret Secret written at path: %s being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.,1,Semgrep OSS
SEM-F00277,F00277,Semgrep OSS,python.flask.security.audit.render-template-string.render-template-string,CWE-96,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Monitor CPU and memory usage.py,Line 164-166,Found a template created with string formatting. This is susceptible to server-side template injection and cross-site scripting attacks.,1,Semgrep OSS
SEM-F00278,F00278,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Password Reset & Email Verification System.py,Line 182,Detected a python logger call with a potential hardcoded secret Issued password reset token for user_id=%s being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.,1,Semgrep OSS
SEM-F00279,F00279,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Password Reset & Email Verification System.py,Line 211,Detected a python logger call with a potential hardcoded secret Password reset verification failed: token already used (user_id=%s) being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.,1,Semgrep OSS
SEM-F00280,F00280,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Password Reset & Email Verification System.py,Line 215,Detected a python logger call with a potential hardcoded secret Password reset verification failed: token expired (user_id=%s) being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.,1,Semgrep OSS
SEM-F00281,F00281,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Password Reset & Email Verification System.py,Line 226,Detected a python logger call with a potential hardcoded secret Password reset token verified for user_id=%s being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.,1,Semgrep OSS
SEM-F00282,F00282,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Store API keys.py,Line 276-280,"Detected a python logger call with a potential hardcoded secret Transient error fetching secret '%s' (attempt %d/%d); ""                         ""retrying in %.1fs. being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.",1,Semgrep OSS
SEM-F00283,F00283,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Store Oauth tokens.py,Line 259-262,Detected a python logger call with a potential hardcoded secret Stored token for scope=%s access_token=%s being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.,1,Semgrep OSS
SEM-F00284,F00284,Semgrep OSS,python.lang.security.audit.logging.logger-credential-leak.python-logger-credential-disclosure,CWE-532,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Store Oauth tokens.py,Line 299,Detected a python logger call with a potential hardcoded secret Deleted token for scope=%s being logged. This may lead to secret credentials being exposed. Make sure that the logger is not logging  sensitive information.,1,Semgrep OSS
SEM-F00285,F00285,Semgrep OSS,python.lang.security.audit.insecure-file-permissions.insecure-file-permissions,CWE-276,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Store database credentials.py,Line 77,These permissions `DIR_MODE` are widely permissive and grant access to more people than may be necessary. A good default is `0o644` which gives read and write access to yourself and read access to everyone else.,1,Semgrep OSS
SEM-F00286,F00286,Semgrep OSS,python.lang.security.audit.insecure-file-permissions.insecure-file-permissions,CWE-276,warning,very-high,groupB\python claude( Sonnet 5) team B\python\Secure Store license keys.py,Line 85,These permissions `0o700` are widely permissive and grant access to more people than may be necessary. A good default is `0o644` which gives read and write access to yourself and read access to everyone else.,1,Semgrep OSS
SON-F00001,F00001,SonarQube,java:S2245,CWE-338,MAJOR,,(insecure)account suspension and reactivation.java,Line 14,Make sure that using this pseudorandom number generator is safe here.,1,SonarQube
SON-F00002,F00002,SonarQube,java:S4036,CWE-427,MINOR,,(insecure)compress files.java,Line 26,"Make sure the ""PATH"" variable only contains fixed, unwriteable directories.",1,SonarQube
SON-F00003,F00003,SonarQube,java:S4790,CWE-327; CWE-328,CRITICAL,,(insecure)create a digital signature.java,Line 20,Make sure this weak hash algorithm is not used in a sensitive context here.,1,SonarQube
